filename,label,top,left,width,height
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000608.jpg,rear,1246,2117,80,96
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000608.jpg,front,1200,-180,801,257
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1287,2936,397,232
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1310,2771,243,149
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1294,2680,193,145
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1277,2299,216,162
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1161,2242,204,236
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1269,1981,92,85
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1279,2184,95,96
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,rear,1274,2119,66,63
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,front,1223,478,446,240
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,front,1264,1297,110,65
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,front,1258,1368,79,64
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000616.jpg,front,1277,1559,102,66
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1298,3378,617,371
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1338,3046,433,227
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1302,2866,299,189
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1278,2380,283,201
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1142,2290,245,277
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1284,2204,133,114
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1279,2129,76,71
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,rear,1276,1976,102,96
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,front,1279,1303,165,96
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,front,1268,1203,126,67
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000617.jpg,front,1284,1760,57,39
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,rear,1276,2758,793,493
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,rear,1056,2529,387,464
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,rear,1287,2299,206,155
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,rear,1274,1962,148,133
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,rear,1294,2217,126,107
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,rear,1284,2168,88,85
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,front,1275,935,188,93
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,front,1264,1083,135,97
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,front,1292,1566,112,72
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000619.jpg,front,1273,1667,94,74
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,rear,978,2763,568,637
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,rear,1065,2525,301,387
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,rear,1295,2369,275,214
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,rear,1286,1954,193,162
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,rear,1308,2268,153,132
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,rear,1293,2196,106,102
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,front,1287,754,232,111
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,front,1272,957,162,109
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,front,1305,1290,204,121
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000620.jpg,front,1281,1536,131,100
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,rear,916,2740,641,573
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,rear,1336,3280,589,297
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,rear,1286,2528,493,343
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,rear,1262,1874,313,287
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,rear,1301,2340,242,179
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,front,1236,758,481,323
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,front,1262,142,401,167
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,front,1240,548,249,159
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,front,1258,1246,165,111
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000622.jpg,front,1253,1517,94,91
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,rear,802,2820,953,777
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,rear,1286,2602,663,425
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,rear,1259,1809,422,383
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,rear,1306,2371,286,209
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,rear,1280,2238,166,152
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,front,1258,-108,393,213
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,front,1252,298,323,165
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,front,1256,846,273,161
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000623.jpg,front,1246,1354,153,116
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,rear,1290,2700,904,523
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,rear,627,2964,1141,1069
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,rear,1256,1740,551,479
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,rear,1314,2422,385,250
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,rear,1303,2370,238,183
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,rear,1273,2266,178,171
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,front,1232,-44,539,285
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000624.jpg,front,1230,1095,218,154
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,rear,1287,2811,1105,673
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,rear,621,3045,1345,1054
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,rear,1275,1692,634,502
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,rear,1334,2482,463,289
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,rear,1310,2396,290,213
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,rear,1281,2283,204,176
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,front,1218,542,421,235
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000625.jpg,front,1244,-36,357,207
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,rear,1296,2794,951,613
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,rear,1338,2511,365,276
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,rear,1334,2381,206,144
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,rear,1327,2282,154,117
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,rear,1321,2226,108,89
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,rear,1308,2170,82,74
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,rear,1305,1989,185,163
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,front,1334,466,507,235
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,front,1324,1047,159,85
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,front,1312,1204,121,77
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,front,1307,1355,182,134
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,front,1293,1644,104,92
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000639.jpg,front,1313,1558,83,61
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000655.jpg,rear,1376,2854,1059,625
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000655.jpg,rear,1250,1536,857,771
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000655.jpg,rear,1346,2641,488,267
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000655.jpg,rear,1327,2357,281,197
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000655.jpg,front,1296,714,286,146
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000655.jpg,front,1295,1151,227,135
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000655.jpg,front,1295,1022,127,87
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000656.jpg,rear,1386,2793,964,541
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000656.jpg,rear,1266,1515,865,730
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000656.jpg,rear,1335,2601,448,260
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000656.jpg,rear,1324,2338,275,201
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000656.jpg,front,1292,580,441,225
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000656.jpg,front,1293,1025,120,88
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000657.jpg,rear,1371,2742,817,487
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000657.jpg,rear,1269,1572,787,652
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000657.jpg,rear,1330,2554,399,240
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000657.jpg,rear,1320,2320,248,171
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000657.jpg,front,1265,828,224,120
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000657.jpg,front,1291,1011,129,90
./dlib_front_and_rear_vehicles_v1\youtube_frames/la_melrose_ave-000657.jpg,front,1275,1103,129,92
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000001.jpg,rear,685,286,229,133
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000001.jpg,rear,674,563,70,56
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000001.jpg,rear,685,631,45,34
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000001.jpg,rear,688,691,75,55
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000001.jpg,rear,678,840,81,69
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000001.jpg,rear,688,814,48,39
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000001.jpg,rear,678,798,43,39
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000005.jpg,rear,681,352,170,101
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000005.jpg,rear,671,564,63,56
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000005.jpg,rear,682,643,99,77
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000005.jpg,rear,679,739,66,55
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000005.jpg,rear,680,801,57,45
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000005.jpg,rear,667,858,99,85
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000006.jpg,rear,673,384,156,93
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000006.jpg,rear,665,592,57,48
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000006.jpg,rear,673,648,112,88
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000006.jpg,rear,674,801,75,54
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000006.jpg,rear,665,772,46,37
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000006.jpg,rear,659,901,104,89
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000008.jpg,rear,681,440,131,80
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000008.jpg,rear,685,681,131,104
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000008.jpg,rear,669,624,51,42
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000008.jpg,rear,679,803,57,48
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000008.jpg,rear,669,1030,123,97
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000008.jpg,rear,684,961,70,62
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000011.jpg,rear,671,487,99,61
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000011.jpg,rear,674,679,150,114
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000011.jpg,rear,669,775,57,43
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000011.jpg,rear,657,1204,168,106
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000011.jpg,rear,666,1085,95,62
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000011.jpg,rear,661,1020,38,27
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000011.jpg,rear,659,951,34,29
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,643,-4,386,255
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,677,505,84,52
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,655,518,46,37
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,679,662,133,106
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,670,765,55,46
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,655,721,41,33
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,655,1286,169,100
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000013.jpg,rear,671,1153,93,60
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000015.jpg,rear,673,132,182,98
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000015.jpg,rear,661,270,217,149
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000015.jpg,rear,676,647,122,102
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000015.jpg,rear,674,536,69,48
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000015.jpg,rear,667,770,57,47
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000016.jpg,rear,576,619,142,138
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000016.jpg,rear,609,839,113,83
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000016.jpg,rear,615,779,36,28
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000016.jpg,front,589,82,250,162
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000016.jpg,front,605,451,107,76
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000016.jpg,front,568,459,100,91
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000017.jpg,rear,585,612,142,128
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000017.jpg,rear,617,836,109,77
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000017.jpg,front,607,319,166,112
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000017.jpg,front,563,373,136,120
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000017.jpg,front,632,564,52,41
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000021.jpg,rear,559,672,184,180
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000021.jpg,rear,605,923,107,76
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000021.jpg,front,592,-130,469,289
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000021.jpg,front,600,456,165,116
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000021.jpg,front,598,579,101,82
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000026.jpg,rear,569,620,164,151
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000026.jpg,rear,584,862,118,110
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000026.jpg,front,617,1057,42,32
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000029.jpg,rear,586,923,138,129
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000029.jpg,rear,619,849,60,47
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000029.jpg,rear,602,715,77,70
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000029.jpg,front,627,1081,52,39
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000031.jpg,rear,572,961,189,164
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000031.jpg,rear,609,722,51,47
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000031.jpg,rear,619,822,50,38
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000035.jpg,rear,526,1111,412,306
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000035.jpg,rear,618,1529,78,53
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000041.jpg,rear,357,-93,715,712
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000041.jpg,rear,553,1322,231,135
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000041.jpg,rear,581,1159,131,74
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000041.jpg,rear,508,903,261,193
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000041.jpg,rear,578,649,39,32
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000041.jpg,rear,575,732,47,40
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000041.jpg,rear,578,786,43,35
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000042.jpg,rear,518,274,455,403
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000042.jpg,rear,622,754,41,39
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000042.jpg,rear,623,819,45,35
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000042.jpg,rear,529,950,298,233
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000042.jpg,rear,604,1308,185,94
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000042.jpg,rear,544,1620,379,193
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,rear,543,478,328,305
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,rear,526,1008,391,266
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,rear,618,1545,291,140
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,rear,636,932,67,42
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,rear,628,825,53,40
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,front,592,138,92,59
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,front,591,92,76,56
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,front,609,330,64,40
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000043.jpg,front,616,455,31,31
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000060.jpg,rear,564,604,266,218
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000060.jpg,rear,613,859,132,84
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000060.jpg,rear,609,958,90,64
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000060.jpg,rear,609,1049,83,49
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000060.jpg,rear,603,1131,85,67
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000060.jpg,rear,591,1214,124,105
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000061.jpg,rear,559,572,293,244
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000061.jpg,rear,609,857,135,87
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000061.jpg,rear,608,943,105,68
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000061.jpg,rear,609,1050,85,47
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000061.jpg,rear,601,1132,86,73
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000061.jpg,rear,594,1238,114,98
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,538,519,342,283
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,602,851,142,99
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,602,932,105,72
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,600,1042,89,53
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,593,1124,90,75
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,591,1263,98,85
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,528,1358,608,339
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000062.jpg,rear,595,1242,38,36
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,521,443,432,359
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,604,844,153,103
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,592,1009,84,72
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,586,1094,112,94
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,601,1281,123,89
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,556,1378,555,335
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,577,1286,41,35
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000070.jpg,rear,585,1179,40,32
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,534,507,388,328
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,602,852,137,114
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,591,972,81,74
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,587,1045,139,101
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,594,1212,53,41
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,599,1253,155,103
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,564,1264,28,23
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000074.jpg,rear,523,1483,446,266
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000076.jpg,rear,523,474,434,365
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000076.jpg,rear,600,831,151,124
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000076.jpg,rear,589,963,74,72
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000076.jpg,rear,585,1014,152,107
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000076.jpg,rear,569,1294,217,143
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000076.jpg,rear,598,1189,112,74
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000080.jpg,rear,532,511,407,345
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000080.jpg,rear,598,821,150,132
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000080.jpg,rear,585,968,139,111
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000080.jpg,rear,596,1108,68,50
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000080.jpg,rear,585,1179,86,76
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000080.jpg,rear,595,1267,234,134
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000084.jpg,rear,512,437,474,403
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000084.jpg,rear,275,1165,462,474
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000084.jpg,rear,577,902,165,131
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000084.jpg,rear,593,1026,74,55
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000084.jpg,rear,576,1102,67,50
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000085.jpg,rear,504,400,509,421
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000085.jpg,rear,371,1119,315,342
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000085.jpg,rear,576,906,155,131
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000085.jpg,rear,591,1020,68,52
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000085.jpg,rear,575,1076,58,42
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000092.jpg,rear,516,443,460,384
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000092.jpg,rear,580,878,130,117
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000092.jpg,rear,591,1006,97,75
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000092.jpg,rear,524,1080,63,94
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000092.jpg,rear,575,1148,165,125
./dlib_front_and_rear_vehicles_v1\youtube_frames/mass-000092.jpg,rear,580,1407,438,203
